Linux 7.0.9-arch1-1 (archlinux) 	05/22/2026 	_x86_64_	(4 CPU)

08:46:26 AM  pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s  pgprom/s   pgdem/s
09:09:26 AM      3.20    638.40      0.80      0.80    169.20      0.00      0.00      0.00      0.00      0.00
09:09:31 AM      0.80   5051.20      0.20      0.20   1265.20      0.00      0.00      0.00      0.00      0.00
09:09:36 AM      0.80   9244.00      0.20      0.20   2307.20      0.00      0.00      0.00      0.00      0.00
09:09:41 AM     12.80   5906.40      6.40      0.00   1453.00      0.00      0.00      0.00      0.00      0.00
09:09:46 AM      0.00   1404.00      0.00      0.00    354.00      0.00      0.00      0.00      0.00      0.00
09:09:51 AM      2.40     48.00      0.60      0.60     16.00      0.00      0.00      0.00      0.00      0.00
09:09:56 AM      0.00   4279.20      0.00      0.00   1094.00      0.00      0.00      0.00      0.00      0.00
09:10:01 AM      3.20    216.80      6.60      0.00     47.00      0.00      0.00      0.00      0.00      0.00
09:10:06 AM      0.00   2452.80      0.00      0.00    617.40      0.00      0.00      0.00      0.00      0.00
09:10:11 AM      6.40    252.80      0.00      0.00     14.20      0.00      0.00      0.00      0.00      0.00
09:10:16 AM      7.20   2918.40      1.80      1.80    733.80      0.00      0.00      0.00      0.00      0.00
09:10:21 AM      0.00   1630.40      0.00      0.00    410.40      0.00      0.00      0.00      0.00      0.00
09:10:26 AM      0.00   4952.80      0.00      0.00   1242.40      0.00      0.00      0.00      0.00      0.00
09:10:31 AM      0.00   6687.20      0.00      0.00   1672.20      0.00      0.00      0.00      0.00      0.00
09:10:36 AM      0.00   5416.00      0.00      0.00   1357.80      0.00      0.00      0.00      0.00      0.00
09:10:41 AM      0.00   7278.40      0.00      0.00   1794.20      0.00      0.00      0.00      0.00      0.00
09:10:46 AM  34312.80   2237.60   8560.80   8560.80   1165.60      0.00      0.00      0.00      0.00      0.00
09:10:51 AM      2.40   5361.60      0.60      0.60   1344.40      0.00      0.00      0.00      0.00      0.00
09:10:56 AM      0.00    327.20      0.00      0.00     82.00      0.00      0.00      0.00      0.00      0.00
09:11:01 AM      0.00   5520.80      0.00      0.00   1401.60      0.00      0.00      0.00      0.00      0.00
09:11:06 AM      0.00    304.00      0.00      0.00     79.80      0.00      0.00      0.00      0.00      0.00
09:11:11 AM      0.00   2681.60      0.00      0.00    674.40      0.00      0.00      0.00      0.00      0.00
09:11:16 AM      0.00    689.60      0.00      0.00    177.20      0.00      0.00      0.00      0.00      0.00
09:11:21 AM      0.00    146.40      0.00      0.00     40.40      0.00      0.00      0.00      0.00      0.00
09:11:26 AM      4.00    680.00      0.20      0.20    135.80      0.00      0.00      0.00      0.00      0.00
09:11:31 AM      0.00   3738.40      0.00      0.00    941.00      0.00      0.00      0.00      0.00      0.00
09:11:36 AM    572.00   4536.80    295.20     11.80   1329.20      0.00      0.00      0.00      0.00      0.00
09:11:41 AM  70072.00    841.60  17402.60  17402.20    220.20      0.00      0.00      0.00      0.00      0.00
09:11:46 AM      0.00   2531.20      0.00      0.00    772.20      0.00      0.00      0.00      0.00      0.00
09:11:51 AM      0.80     56.80      0.20      0.20     22.60      0.00      0.00      0.00      0.00      0.00
09:11:56 AM      0.00   2542.40      0.00      0.00    976.20      0.00      0.00      0.00      0.00      0.00
09:12:01 AM     16.00   5092.80      0.00      0.00   1493.80      0.00      0.00      0.00      0.00      0.00
09:12:06 AM      0.00   1197.60      0.00      0.00    476.80      0.00      0.00      0.00      0.00      0.00
09:12:11 AM      0.00     47.11      0.00      0.00     29.94      0.00      0.00      0.00      0.00      0.00
09:12:16 AM      0.00      0.00      0.00      0.00      7.00      0.00      0.00      0.00      0.00      0.00
09:12:21 AM      0.00   2181.60      0.00      0.00    766.80      0.00      0.00      0.00      0.00      0.00
09:12:26 AM      4.80    616.80      1.20      1.20    173.80      0.00      0.00      0.00      0.00      0.00
09:12:31 AM      0.00     67.20      0.00      0.00      8.60      0.00      0.00      0.00      0.00      0.00
09:12:36 AM     16.00    131.20      0.00      0.00     10.20      0.00      0.00      0.00      0.00      0.00
09:12:41 AM      0.80     92.80      0.00      0.00     37.40      0.00      0.00      0.00      0.00      0.00
09:12:46 AM      1.60   1820.00      0.40      0.40    591.20      0.00      0.00      0.00      0.00      0.00
09:12:51 AM      6.40   6516.00      1.60      1.60   1877.00      0.00      0.00      0.00      0.00      0.00
09:12:56 AM      0.00   3415.20      0.00      0.00   1205.00      0.00      0.00      0.00      0.00      0.00
09:13:01 AM      0.00   1815.20      0.00      0.00    602.40      0.00      0.00      0.00      0.00      0.00
09:13:06 AM      0.00   2275.20      0.00      0.00    654.40      0.00      0.00      0.00      0.00      0.00
09:13:11 AM      4.00   1477.60      0.20      0.20    398.40      0.00      0.00      0.00      0.00      0.00
09:13:16 AM     25.60   1287.20      3.60      3.60    380.40      0.00      0.00      0.00      0.00      0.00
09:13:21 AM      0.00    711.20      0.00      0.00    203.60      0.00      0.00      0.00      0.00      0.00
09:13:26 AM      0.00    286.40      0.00      0.00     83.00      0.00      0.00      0.00      0.00      0.00
09:13:31 AM      0.00   3364.00      0.00      0.00   1021.00      0.00      0.00      0.00      0.00      0.00
09:13:36 AM      0.00   1045.60      0.00      0.00    372.60      0.00      0.00      0.00      0.00      0.00
09:13:41 AM     25.60    436.80      6.40      6.40    165.40      0.00      0.00      0.00      0.00      0.00
09:13:46 AM  16370.40   2151.20   4013.00   4012.80   1632.60      0.00      0.00      0.00      0.00      0.00
09:13:51 AM      6.40   6590.40      1.80      1.60   2098.20      0.00      0.00      0.00      0.00      0.00
09:13:56 AM      0.00   1094.40      0.00      0.00    451.20      0.00      0.00      0.00      0.00      0.00
09:14:01 AM      0.00   5536.80      0.00      0.00   2683.00      0.00      0.00      0.00      0.00      0.00
09:14:06 AM     24.00    316.80      6.00      6.00    251.80      0.00      0.00      0.00      0.00      0.00
09:14:11 AM      0.00      0.00      0.00      0.00     72.60      0.00      0.00      0.00      0.00      0.00
09:14:16 AM      0.00   3189.60      0.00      0.00   1035.20      0.00      0.00      0.00      0.00      0.00
09:14:21 AM      9.60    127.20      0.00      0.00    120.20      0.00      0.00      0.00      0.00      0.00
09:14:26 AM      0.80      4.00      0.00      0.00     14.80      0.00      0.00      0.00      0.00      0.00
09:14:31 AM     12.00     10.40      3.00      3.00     36.00      0.00      0.00      0.00      0.00      0.00
09:14:36 AM      4.00     16.80      1.00      1.00     38.40      0.00      0.00      0.00      0.00      0.00
09:14:41 AM     17.60    187.20      6.80      0.40     94.00      0.00      0.00      0.00      0.00      0.00
09:14:46 AM     16.80   1860.00      4.20      4.20    771.40      0.00      0.00      0.00      0.00      0.00
09:14:51 AM      4.80   1240.80      1.20      1.20    649.40      0.00      0.00      0.00      0.00      0.00
09:14:56 AM     23.20    245.60      3.40      3.40    159.60      0.00      0.00      0.00      0.00      0.00
09:15:01 AM      4.00   3075.20      6.60      0.20   1155.20      0.00      0.00      0.00      0.00      0.00
09:15:06 AM      0.00   4522.40      0.00      0.00   1997.20      0.00      0.00      0.00      0.00      0.00
09:15:11 AM      0.00   5280.80      0.00      0.00   1942.00      0.00      0.00      0.00      0.00      0.00
09:15:16 AM      0.00    333.60      0.00      0.00    170.40      0.00      0.00      0.00      0.00      0.00
09:15:21 AM      0.80      0.00      0.20      0.20      6.20      0.00      0.00      0.00      0.00      0.00
09:15:26 AM      1.60    103.20      0.40      0.40     23.00      0.00      0.00      0.00      0.00      0.00
09:15:31 AM      0.00    136.80      0.00      0.00     57.80      0.00      0.00      0.00      0.00      0.00
09:15:36 AM      0.00   2382.40      0.00      0.00   1236.80      0.00      0.00      0.00      0.00      0.00
09:15:41 AM      0.00    140.00      0.00      0.00     66.80      0.00      0.00      0.00      0.00      0.00
09:15:46 AM      0.00      0.00      0.00      0.00     22.80      0.00      0.00      0.00      0.00      0.00
09:15:51 AM      0.00      0.00      0.00      0.00     23.55      0.00      0.00      0.00      0.00      0.00
09:15:56 AM      0.80      0.00      1.40      1.40     19.40      0.00      0.00      0.00      0.00      0.00
09:16:01 AM      0.80     39.20      1.80      1.80     12.60      0.00      0.00      0.00      0.00      0.00
09:16:06 AM     28.80    136.80      0.00      0.00     84.20      0.00      0.00      0.00      0.00      0.00
09:16:11 AM      0.80      6.40      0.20      0.20     68.40      0.00      0.00      0.00      0.00      0.00
09:16:16 AM      0.00      0.00      0.00      0.00     62.40      0.00      0.00      0.00      0.00      0.00
09:16:21 AM      0.00   1088.80      0.00      0.00    693.40      0.00      0.00      0.00      0.00      0.00
09:16:26 AM      0.00      0.00      0.00      0.00     94.80      0.00      0.00      0.00      0.00      0.00
09:16:31 AM  21585.60      3.20   5276.60   5274.80     71.40      0.00      0.00      0.00      0.00      0.00
09:16:36 AM  93297.60   2599.20  23508.60  23224.20   2629.80      0.00      0.00      0.00      0.00      0.00
09:16:41 AM   3153.60   2255.20   1210.80   1210.40   1450.80      0.00      0.00      0.00      0.00      0.00
09:16:46 AM  36544.00      4.00  14539.00  14538.60    186.00      0.00      0.00      0.00      0.00      0.00
09:16:51 AM      3.20      0.00   5530.40   5529.40     34.20      0.00      0.00      0.00      0.00      0.00
09:16:56 AM      0.00      0.00      0.00      0.00     40.60      0.00      0.00      0.00      0.00      0.00
09:17:01 AM      0.00    589.60      0.00      0.00    150.20      0.00      0.00      0.00      0.00      0.00
09:17:06 AM      0.00   2982.40      0.00      0.00    746.20      0.00      0.00      0.00      0.00      0.00
09:17:11 AM      3.20   8424.00      0.80      0.80   2117.20      0.00      0.00      0.00      0.00      0.00
09:17:16 AM     16.00   5304.80      0.00      0.00   1310.20      0.00      0.00      0.00      0.00      0.00
09:17:21 AM      3.20   2634.40      0.00      0.00    669.00      0.00      0.00      0.00      0.00      0.00
09:17:26 AM      1.60      8.00      0.40      0.40      8.80      0.00      0.00      0.00      0.00      0.00
09:17:31 AM      0.00   9000.80      0.00      0.00   2250.80      0.00      0.00      0.00      0.00      0.00
09:17:36 AM      0.00  10305.60      0.00      0.00   2590.40      0.00      0.00      0.00      0.00      0.00
09:17:41 AM      0.00   4368.00      0.00      0.00   1096.40      0.00      0.00      0.00      0.00      0.00
09:17:46 AM      0.00    492.00      0.00      0.00    118.80      0.00      0.00      0.00      0.00      0.00
09:17:51 AM     23.20    368.00      0.20      0.20     74.20      0.00      0.00      0.00      0.00      0.00
09:17:56 AM      0.00      4.80      0.00      0.00     14.00      0.00      0.00      0.00      0.00      0.00
09:18:01 AM      0.80      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
09:18:06 AM      0.00   4680.80      0.00      0.00   1174.00      0.00      0.00      0.00      0.00      0.00
09:18:11 AM      0.00   5296.00      0.00      0.00   1364.20      0.00      0.00      0.00      0.00      0.00
09:18:16 AM      0.80  10328.80      0.20      0.20   2612.20      0.00      0.00      0.00      0.00      0.00
09:18:21 AM      0.80   9169.60      0.20      0.20   2337.80      0.00      0.00      0.00      0.00      0.00
09:18:26 AM     22.40   7329.60      0.00      0.00   1812.00      0.00      0.00      0.00      0.00      0.00
09:18:31 AM      0.00   3919.20      0.00      0.00    980.60      0.00      0.00      0.00      0.00      0.00
09:18:36 AM      0.00    448.80      0.00      0.00    116.20      0.00      0.00      0.00      0.00      0.00
09:18:41 AM      6.40    724.00      1.60      1.60    191.00      0.00      0.00      0.00      0.00      0.00
09:18:46 AM     10.40   1292.80      4.00      4.00    342.40      0.00      0.00      0.00      0.00      0.00
09:18:51 AM      0.00    828.80      0.00      0.00    220.00      0.00      0.00      0.00      0.00      0.00
09:18:56 AM      0.00     47.20      0.00      0.00     12.80      0.00      0.00      0.00      0.00      0.00
09:19:01 AM      4.00   5895.20      0.20      0.20   1448.40      0.00      0.00      0.00      0.00      0.00
09:19:06 AM     13.60   2943.20      3.40      3.40    738.60      0.00      0.00      0.00      0.00      0.00
09:19:11 AM      0.00   3016.80      0.00      0.00    758.20      0.00      0.00      0.00      0.00      0.00
09:19:16 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:19:21 AM      0.00      0.00      0.00      0.00     14.40      0.00      0.00      0.00      0.00      0.00
09:19:26 AM      1.60      0.00      0.40      0.40      5.00      0.00      0.00      0.00      0.00      0.00
09:19:31 AM      1.60     38.40      1.80      1.80      1.80      0.00      0.00      0.00      0.00      0.00
09:19:36 AM      6.40   8044.00      0.00      0.00   1988.80      0.00      0.00      0.00      0.00      0.00
09:19:41 AM     16.80   3988.80      6.40      0.20   1000.40      0.00      0.00      0.00      0.00      0.00
09:19:46 AM      0.00      0.00      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
09:19:51 AM  20240.00   3096.80   5060.60   5060.00    778.40      0.00      0.00      0.00      0.00      0.00
09:19:56 AM      0.00  10070.26      0.00      0.00   2534.33      0.00      0.00      0.00      0.00      0.00
09:20:01 AM      4.00   1835.20      6.40      0.20    446.60      0.00      0.00      0.00      0.00      0.00
09:20:06 AM      0.00   1132.80      0.00      0.00    276.80      0.00      0.00      0.00      0.00      0.00
09:20:11 AM      3.20   4690.40      0.00      0.00   1137.80      0.00      0.00      0.00      0.00      0.00
09:20:16 AM      0.00     66.40      0.00      0.00     18.80      0.00      0.00      0.00      0.00      0.00
09:20:21 AM      0.00   2834.40      0.00      0.00    712.80      0.00      0.00      0.00      0.00      0.00
09:20:26 AM      0.00    203.20      0.00      0.00     54.80      0.00      0.00      0.00      0.00      0.00
09:20:31 AM      0.00      4.00      0.00      0.00      1.60      0.00      0.00      0.00      0.00      0.00
09:20:36 AM      0.00     23.20      0.00      0.00      9.60      0.00      0.00      0.00      0.00      0.00
09:20:41 AM     16.00    273.60      0.00      0.00     51.80      0.00      0.00      0.00      0.00      0.00
09:20:46 AM      5.60    147.20      1.40      1.40     56.40      0.00      0.00      0.00      0.00      0.00
09:20:51 AM     12.00   5369.60      0.60      0.60   1351.80      0.00      0.00      0.00      0.00      0.00
09:20:56 AM      1.60   1590.40      0.60      0.60    398.80      0.00      0.00      0.00      0.00      0.00
09:21:01 AM      0.00  10716.00      0.00      0.00   2686.20      0.00      0.00      0.00      0.00      0.00
09:21:06 AM      0.00   3887.20      0.00      0.00    977.20      0.00      0.00      0.00      0.00      0.00
09:21:11 AM      2.40   8562.40      0.60      0.60   2144.60      0.00      0.00      0.00      0.00      0.00
09:21:16 AM      0.00   3710.40      0.00      0.00    937.20      0.00      0.00      0.00      0.00      0.00
09:21:21 AM     22.40    480.80      0.00      0.00     91.20      0.00      0.00      0.00      0.00      0.00
09:21:26 AM      0.00    109.60      0.00      0.00     30.40      0.00      0.00      0.00      0.00      0.00
09:21:31 AM      0.00   1396.80      0.00      0.00    349.80      0.00      0.00      0.00      0.00      0.00
09:21:36 AM    235.20    158.40    291.20      9.60    229.40      0.00      0.00      0.00      0.00      0.00
09:21:41 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:21:46 AM  61320.00   5340.00  15305.40  15305.40   1431.40      0.00      0.00      0.00      0.00      0.00
09:21:51 AM      0.80   8202.40      0.20      0.20   2045.00      0.00      0.00      0.00      0.00      0.00
09:21:56 AM      7.20   3523.20      0.20      0.20    856.80      0.00      0.00      0.00      0.00      0.00
09:22:01 AM      6.40   1135.20      1.60      1.60    283.40      0.00      0.00      0.00      0.00      0.00
09:22:06 AM      0.00   8614.40      0.00      0.00   2157.40      0.00      0.00      0.00      0.00      0.00
09:22:11 AM      0.80   3923.20      0.20      0.20    985.00      0.00      0.00      0.00      0.00      0.00
09:22:16 AM      0.00   3776.00      0.00      0.00    949.00      0.00      0.00      0.00      0.00      0.00
09:22:21 AM      0.00    426.40      0.00      0.00    124.80      0.00      0.00      0.00      0.00      0.00
09:22:26 AM      6.40   5332.80      1.60      1.60   1340.60      0.00      0.00      0.00      0.00      0.00
09:22:31 AM      9.60   6499.20      0.00      0.00   1599.60      0.00      0.00      0.00      0.00      0.00
09:22:36 AM      0.00    629.60      0.00      0.00    160.00      0.00      0.00      0.00      0.00      0.00
09:22:41 AM      0.00     64.80      0.00      0.00     20.00      0.00      0.00      0.00      0.00      0.00
09:22:46 AM      4.80    880.80      1.20      1.20    234.80      0.00      0.00      0.00      0.00      0.00
09:22:51 AM     10.40   3635.20      2.60      2.60    919.00      0.00      0.00      0.00      0.00      0.00
09:22:56 AM  32596.00   4635.20   8054.80   8054.20   3399.00      0.00      0.00      0.00      0.00      0.00
09:23:01 AM      0.00     38.40      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
09:23:06 AM     19.20    117.60      0.00      0.00      4.80      0.00      0.00      0.00      0.00      0.00
09:23:11 AM      0.00      4.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:23:16 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
09:23:21 AM      0.00      0.00      0.00      0.00      9.20      0.00      0.00      0.00      0.00      0.00
09:23:26 AM      4.80   1952.80      1.20      1.20    553.40      0.00      0.00      0.00      0.00      0.00
09:23:31 AM      0.00    207.58      0.00      0.00     52.50      0.00      0.00      0.00      0.00      0.00
09:23:36 AM      0.00    631.20      0.00      0.00    153.80      0.00      0.00      0.00      0.00      0.00
09:23:41 AM     23.20   3894.40      1.00      1.00    956.60      0.00      0.00      0.00      0.00      0.00
09:23:46 AM      0.00    122.40      0.00      0.00     74.60      0.00      0.00      0.00      0.00      0.00
09:23:51 AM      3.20      0.00      0.60      0.60      4.00      0.00      0.00      0.00      0.00      0.00
09:23:56 AM      0.00   1996.00      0.00      0.00    570.40      0.00      0.00      0.00      0.00      0.00
09:24:01 AM      0.00    659.20      0.00      0.00    165.40      0.00      0.00      0.00      0.00      0.00
09:24:06 AM      1.60   3098.40      0.40      0.40    778.80      0.00      0.00      0.00      0.00      0.00
09:24:11 AM      1.60   8210.40      0.40      0.40   2046.80      0.00      0.00      0.00      0.00      0.00
09:24:16 AM     19.20    844.80      0.00      0.00    185.00      0.00      0.00      0.00      0.00      0.00
09:24:21 AM      0.00   3668.00      0.00      0.00    921.40      0.00      0.00      0.00      0.00      0.00
09:24:26 AM      8.80     42.40      2.20      2.20     15.20      0.00      0.00      0.00      0.00      0.00
09:24:31 AM      5.60   1155.20      1.40      1.40    311.60      0.00      0.00      0.00      0.00      0.00
09:24:36 AM      5.60   2597.60      1.40      1.40    659.20      0.00      0.00      0.00      0.00      0.00
09:24:41 AM     24.00   4415.20      9.00      2.80   1111.00      0.00      0.00      0.00      0.00      0.00
09:24:46 AM     39.20   5374.40      9.80      9.80   1333.60      0.00      0.00      0.00      0.00      0.00
09:24:51 AM     13.60  10236.00      1.00      1.00   2554.00      0.00      0.00      0.00      0.00      0.00
09:24:56 AM      8.00  12970.40      2.00      2.00   3246.00      0.00      0.00      0.00      0.00      0.00
09:25:01 AM      0.00   7384.80      6.00      0.00   1858.40      0.00      0.00      0.00      0.00      0.00
09:25:06 AM      0.00   1179.20      0.00      0.00    298.80      0.00      0.00      0.00      0.00      0.00
09:25:11 AM      0.00    725.60      0.00      0.00    179.80      0.00      0.00      0.00      0.00      0.00
09:25:16 AM      0.00     79.20      0.00      0.00      6.80      0.00      0.00      0.00      0.00      0.00
09:25:21 AM      4.00     50.40      1.00      1.00     16.60      0.00      0.00      0.00      0.00      0.00
09:25:26 AM      0.00   4966.40      0.00      0.00   1210.40      0.00      0.00      0.00      0.00      0.00
09:25:31 AM      0.00    775.20      0.00      0.00    193.80      0.00      0.00      0.00      0.00      0.00
09:25:36 AM      0.00   3229.60      0.00      0.00    811.60      0.00      0.00      0.00      0.00      0.00
09:25:41 AM      0.80   3190.40      0.20      0.20    801.40      0.00      0.00      0.00      0.00      0.00
09:25:46 AM      0.00   5485.60      0.00      0.00   1375.40      0.00      0.00      0.00      0.00      0.00
09:25:51 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:25:56 AM      2.40     48.00      2.20      2.20      5.80      0.00      0.00      0.00      0.00      0.00
09:26:01 AM      0.00    120.80      0.00      0.00     21.00      0.00      0.00      0.00      0.00      0.00
09:26:06 AM      0.00    124.00      0.00      0.00     41.20      0.00      0.00      0.00      0.00      0.00
09:26:11 AM      0.80   2631.20      0.20      0.20    661.60      0.00      0.00      0.00      0.00      0.00
09:26:16 AM  25790.40   6700.00   6307.60   6307.20   1833.80      0.00      0.00      0.00      0.00      0.00
09:26:21 AM     14.40  10082.40      3.60      3.60   2528.40      0.00      0.00      0.00      0.00      0.00
09:26:26 AM      0.00   7188.00      0.00      0.00   1800.80      0.00      0.00      0.00      0.00      0.00
09:26:31 AM      0.00     38.40      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
09:26:36 AM    245.60   1644.00    293.80     13.80    534.20      0.00      0.00      0.00      0.00      0.00
09:26:41 AM 131024.80   1685.60  32750.60  32750.60  13397.00      0.00      0.00      0.00      0.00      0.00
09:26:46 AM  71304.80   2606.40  17826.40  17826.20   2027.20      0.00      0.00      0.00      0.00      0.00
09:26:51 AM      0.00   2176.80      0.00      0.00    548.20      0.00      0.00      0.00      0.00      0.00
09:26:56 AM      0.00      2.40      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
09:27:01 AM      2.40   5000.80      0.60      0.60   1251.60      0.00      0.00      0.00      0.00      0.00
09:27:06 AM      0.00   5056.00      0.00      0.00   1260.40      0.00      0.00      0.00      0.00      0.00
09:27:11 AM      9.60    111.20      0.00      0.00     12.60      0.00      0.00      0.00      0.00      0.00
09:27:16 AM      0.00      5.60      0.00      0.00      7.40      0.00      0.00      0.00      0.00      0.00
09:27:21 AM      0.80     89.60      0.20      0.20     26.60      0.00      0.00      0.00      0.00      0.00
09:27:26 AM      0.00   8269.60      0.00      0.00   2071.40      0.00      0.00      0.00      0.00      0.00
09:27:31 AM      0.00   4749.60      0.00      0.00   1187.80      0.00      0.00      0.00      0.00      0.00
09:27:36 AM      0.00   4333.60      0.00      0.00   1087.40      0.00      0.00      0.00      0.00      0.00
09:27:41 AM      0.00   3517.76      0.00      0.00    873.85      0.00      0.00      0.00      0.00      0.00
09:27:46 AM     19.20    117.60      0.00      0.00      9.20      0.00      0.00      0.00      0.00      0.00
09:27:51 AM      0.00      4.80      0.00      0.00     12.40      0.00      0.00      0.00      0.00      0.00
09:27:56 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:28:01 AM      0.00      1.60      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00
09:28:06 AM      0.00   6971.20      0.00      0.00   1746.60      0.00      0.00      0.00      0.00      0.00
09:28:11 AM      0.00  11847.20      0.00      0.00   2966.60      0.00      0.00      0.00      0.00      0.00
09:28:16 AM      0.80   3353.60      0.20      0.20    834.20      0.00      0.00      0.00      0.00      0.00
09:28:21 AM     12.80   4740.00      0.00      0.00   1163.80      0.00      0.00      0.00      0.00      0.00
09:28:26 AM      1.60   8479.20      0.40      0.40   2123.60      0.00      0.00      0.00      0.00      0.00
09:28:31 AM      0.00   7477.60      0.00      0.00   1869.80      0.00      0.00      0.00      0.00      0.00
09:28:36 AM      0.00  10604.80      0.00      0.00   2656.40      0.00      0.00      0.00      0.00      0.00
09:28:41 AM      0.80   6585.60      0.20      0.20   1650.40      0.00      0.00      0.00      0.00      0.00
09:28:46 AM     13.60   7809.60      3.40      3.40   1956.40      0.00      0.00      0.00      0.00      0.00
09:28:51 AM      0.00   5493.60      0.00      0.00   1367.60      0.00      0.00      0.00      0.00      0.00
09:28:56 AM      6.40    358.40      0.00      0.00     65.40      0.00      0.00      0.00      0.00      0.00
09:29:01 AM      0.00      4.80      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
09:29:06 AM      0.80    184.00      0.20      0.20     49.80      0.00      0.00      0.00      0.00      0.00
09:29:11 AM      0.00      0.00      0.00      0.00      8.60      0.00      0.00      0.00      0.00      0.00
09:29:16 AM      0.00      0.00      0.00      0.00      8.00      0.00      0.00      0.00      0.00      0.00
09:29:21 AM   9025.60     17.60   2251.00   2250.80   2262.60      0.00      0.00      0.00      0.00      0.00
09:29:26 AM  11826.40   6940.00   2958.20   2958.20   4701.40      0.00      0.00      0.00      0.00      0.00
09:29:31 AM     45.60   9400.00      9.00      9.00   2431.20      0.00      0.00      0.00      0.00      0.00
09:29:36 AM      3.20   1058.40    265.00    265.00    457.00      0.00      0.00      0.00      0.00      0.00
09:29:41 AM      1.60   1828.00      6.60      0.40    490.80      0.00      0.00      0.00      0.00      0.00
09:29:46 AM      0.00      0.00      0.00      0.00     76.00      0.00      0.00      0.00      0.00      0.00
09:29:51 AM      0.00   4340.80      0.00      0.00   1207.60      0.00      0.00      0.00      0.00      0.00
09:29:56 AM      0.80    244.00      0.20      0.20     85.20      0.00      0.00      0.00      0.00      0.00
09:30:01 AM      7.20    145.60      6.60      0.20      7.60      0.00      0.00      0.00      0.00      0.00
09:30:06 AM     28.80    166.40      0.00      0.00     20.00      0.00      0.00      0.00      0.00      0.00
09:30:11 AM      9.60     36.80      0.00      0.00     12.60      0.00      0.00      0.00      0.00      0.00
09:30:16 AM      0.00     12.00      0.00      0.00      8.20      0.00      0.00      0.00      0.00      0.00
09:30:21 AM      0.00      9.60      0.00      0.00      6.20      0.00      0.00      0.00      0.00      0.00
09:30:26 AM      0.00    404.00      0.00      0.00    191.00      0.00      0.00      0.00      0.00      0.00
09:30:31 AM      0.00   5910.40      0.00      0.00   1714.40      0.00      0.00      0.00      0.00      0.00
09:30:36 AM      0.00   5923.20      0.00      0.00   1773.00      0.00      0.00      0.00      0.00      0.00
09:30:41 AM     25.60    340.80      0.00      0.00    173.60      0.00      0.00      0.00      0.00      0.00
09:30:46 AM     12.80    118.40      3.40      3.20     71.60      0.00      0.00      0.00      0.00      0.00
09:30:51 AM      0.00    106.40      0.00      0.00     53.80      0.00      0.00      0.00      0.00      0.00
09:30:56 AM     13.60    225.60      0.40      0.60     78.00      0.00      0.00      0.00      0.00      0.00
09:31:01 AM      0.00     56.00      0.20      0.00     33.00      0.00      0.00      0.00      0.00      0.00
09:31:06 AM      0.00     10.40      0.00      0.00      7.40      0.00      0.00      0.00      0.00      0.00
09:31:11 AM      1.60    126.40      0.40      0.40     39.60      0.00      0.00      0.00      0.00      0.00
09:31:16 AM     32.00   3294.40      0.00      0.00    867.20      0.00      0.00      0.00      0.00      0.00
09:31:21 AM      0.00      5.60      0.00      0.00    109.40      0.00      0.00      0.00      0.00      0.00
09:31:26 AM      0.00    703.39      0.00      0.00    214.77      0.00      0.00      0.00      0.00      0.00
09:31:31 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
09:31:36 AM     95.20    204.80    285.80      5.40    290.20      0.00      0.00      0.00      0.00      0.00
09:31:41 AM      0.00      7.20      0.00      0.00      5.80      0.00      0.00      0.00      0.00      0.00
09:31:46 AM      0.00   1066.40      0.00      0.00    407.40      0.00      0.00      0.00      0.00      0.00
09:31:51 AM  68480.80   4675.20  17116.40  17116.00   6438.80      0.00      0.00      0.00      0.00      0.00
09:31:56 AM      0.00    670.40      0.00      0.00    935.60      0.00      0.00      0.00      0.00      0.00
09:32:01 AM      6.40   1853.60      1.60      1.60   1232.20      0.00      0.00      0.00      0.00      0.00
09:32:06 AM      0.00      0.80      0.00      0.00    498.00      0.00      0.00      0.00      0.00      0.00
09:32:11 AM      0.00      0.00      0.00      0.00    156.40      0.00      0.00      0.00      0.00      0.00
09:32:16 AM      0.00   1998.40      0.00      0.00   1328.40      0.00      0.00      0.00      0.00      0.00
09:32:21 AM      0.00    875.20      0.00      0.00    759.60      0.00      0.00      0.00      0.00      0.00
09:32:26 AM     16.80    171.20      0.20      0.20    173.60      0.00      0.00      0.00      0.00      0.00
