Linux 7.0.10-arch1-1 (archlinux) 	06/03/2026 	_x86_64_	(4 CPU)

03:39:50 AM  pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s  pgprom/s   pgdem/s
03:39:55 AM   2298.40      0.00 198552.80      1.80    477.60      0.00      0.00      0.00      0.00      0.00
04:03:00 AM      0.00      3.20      0.00      0.00    515.80      0.00      0.00      0.00      0.00      0.00
04:03:05 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:03:10 AM      0.00     32.00      0.00      0.00    720.60      0.00      0.00      0.00      0.00      0.00
04:03:15 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:03:20 AM      0.00    117.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:03:25 AM      0.00   1718.40      0.00      0.00    524.00      0.00      0.00      0.00      0.00      0.00
04:03:30 AM      0.00      0.00      0.00      0.00     10.20      0.00      0.00      0.00      0.00      0.00
04:03:35 AM      0.00      4.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:03:40 AM      0.00   1756.80      0.00      0.00    446.60      0.00      0.00      0.00      0.00      0.00
04:03:45 AM      0.00     36.00      0.00      0.00     10.00      0.00      0.00      0.00      0.00      0.00
04:03:50 AM      0.00    917.60      0.00      0.00    276.80      0.00      0.00      0.00      0.00      0.00
04:03:55 AM   5474.40    259.20   1370.40   1368.60     67.40      0.00      0.00      0.00      0.00      0.00
04:04:00 AM      0.00      0.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:04:05 AM   1318.40      0.00    794.60    512.80    216.80      0.00      0.00      0.00      0.00      0.00
04:04:10 AM      0.00      3.20      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:04:15 AM    523.20      0.00    131.00    130.80     35.40      0.00      0.00      0.00      0.00      0.00
04:04:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:04:25 AM      0.00     32.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:04:30 AM      0.00    117.60      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:04:35 AM      2.40      0.80      0.80      0.80      5.00      0.00      0.00      0.00      0.00      0.00
04:04:40 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:04:45 AM      0.00      3.19      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:04:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:04:55 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:05:00 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:05:05 AM      0.00    168.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:05:10 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:05:15 AM      0.00      0.80      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:05:20 AM      0.00      3.20      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:05:25 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:05:30 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:05:35 AM      0.00      0.00      0.00      0.00    106.20      0.00      0.00      0.00      0.00      0.00
04:05:40 AM      0.00     32.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:05:45 AM      0.00    117.60      0.00      0.00      1.20      0.00      0.00      0.00      0.00      0.00
04:05:50 AM      0.00      0.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:05:55 AM      0.00      5.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:06:00 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:06:05 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:06:10 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:06:15 AM      0.00     38.40      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:06:20 AM      0.00    130.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:06:25 AM      0.00      1.60      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:06:30 AM      0.00      3.20      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:06:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:06:40 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:06:45 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:06:50 AM      0.00     32.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:06:55 AM      0.00    117.60      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:07:00 AM      0.00      0.80      0.00      0.00      4.60      0.00      0.00      0.00      0.00      0.00
04:07:05 AM      0.00      3.20      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:07:10 AM      0.00      0.00      5.20      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:07:15 AM      0.00      0.00      0.20      0.00      1.00      0.00      0.00      0.00      0.00      0.00
04:07:20 AM      0.00     49.60      0.20      0.00      4.80      0.00      0.00      0.00      0.00      0.00
04:07:25 AM      0.00     70.40      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:07:30 AM      0.00    164.00      5.40      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:07:35 AM      0.00      0.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:07:40 AM      0.00     24.80      0.00      0.00    106.20      0.00      0.00      0.00      0.00      0.00
04:07:45 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:07:50 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:07:55 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:08:00 AM      0.00    200.80      0.00      0.00    106.20      0.00      0.00      0.00      0.00      0.00
04:08:05 AM      0.00      0.00      0.20      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:08:10 AM      0.00      0.80      0.00      0.00    311.20      0.00      0.00      0.00      0.00      0.00
04:08:15 AM      0.00      4.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:08:20 AM      0.00      0.00      0.00      0.00    311.20      0.00      0.00      0.00      0.00      0.00
04:08:25 AM      0.00      0.00      0.00      0.00      3.79      0.00      0.00      0.00      0.00      0.00
04:08:30 AM      0.00     38.40      0.00      0.00     10.60      0.00      0.00      0.00      0.00      0.00
04:08:35 AM      0.00      0.00      0.00      0.00      4.60      0.00      0.00      0.00      0.00      0.00
04:08:40 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:08:45 AM      0.00    130.40      0.20      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:08:50 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:08:55 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:09:00 AM      0.00      0.00      0.00      0.00      4.60      0.00      0.00      0.00      0.00      0.00
04:09:05 AM      0.00      0.00    281.80      0.00    211.80      0.00      0.00      0.00      0.00      0.00
04:09:10 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:09:15 AM      0.00     32.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:09:20 AM      0.00    117.60      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:09:25 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:09:30 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:09:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:09:40 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:09:45 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:09:50 AM      0.00     38.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:09:55 AM      0.00    130.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:10:00 AM      0.00      5.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:10:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:10:10 AM      0.00      0.00      0.00      0.00    106.20      0.00      0.00      0.00      0.00      0.00
04:10:15 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:10:20 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:10:25 AM      0.00     32.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:10:30 AM      0.00    117.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:10:35 AM      0.00      4.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:10:40 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:10:45 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:10:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:10:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:11:00 AM      0.00     38.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:11:05 AM      0.00    130.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:11:10 AM      0.00      4.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:11:15 AM      0.00      0.00      0.00      0.00    513.20      0.00      0.00      0.00      0.00      0.00
04:11:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:11:25 AM      0.00      0.00      0.00      0.00    311.00      0.00      0.00      0.00      0.00      0.00
04:11:30 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:11:35 AM      0.00     32.00      0.00      0.00    106.40      0.00      0.00      0.00      0.00      0.00
04:11:40 AM      0.00    117.60      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:11:45 AM      0.00      4.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:11:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:11:55 AM      0.00      0.00      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:12:00 AM      0.00      0.00      0.00      0.00      4.39      0.00      0.00      0.00      0.00      0.00
04:12:05 AM      0.00      0.00      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:12:10 AM      0.00     57.60      5.20      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:12:15 AM      0.00    149.60      0.40      0.00      0.80      0.00      0.00      0.00      0.00      0.00
04:12:20 AM      0.00      4.00      0.00      0.00      5.00      0.00      0.00      0.00      0.00      0.00
04:12:25 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:12:30 AM      0.00     34.40      5.00      0.00      5.20      0.00      0.00      0.00      0.00      0.00
04:12:35 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:12:40 AM      0.00     84.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:12:45 AM      0.00    156.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:12:50 AM      0.00      0.00      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:12:55 AM      0.00      4.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:13:00 AM      0.80      0.00      0.20      0.20      3.80      0.00      0.00      0.00      0.00      0.00
04:13:05 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:13:10 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:13:15 AM      0.00     38.40      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:13:20 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:13:25 AM      0.00    130.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:13:30 AM      0.00      7.20      0.00      0.00     10.40      0.00      0.00      0.00      0.00      0.00
04:13:35 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:13:40 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:13:45 AM      0.00      0.00      0.00      0.00      1.20      0.00      0.00      0.00      0.00      0.00
04:13:50 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:13:55 AM      0.00     32.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:14:00 AM      0.00    117.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:14:05 AM      0.00      4.00    281.80      0.00    210.60      0.00      0.00      0.00      0.00      0.00
04:14:10 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:14:15 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:14:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:14:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:14:30 AM      0.00     38.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:14:35 AM      0.00    130.40      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:14:40 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:14:45 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:14:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:14:55 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:15:00 AM      0.00      0.00      0.20      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:15:05 AM      0.00     32.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:15:10 AM      0.00    117.60      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:15:15 AM      0.00      4.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:15:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:15:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:15:30 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:15:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:15:40 AM      0.00     38.40      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:15:45 AM      9.60    162.40      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:15:50 AM      0.00      3.99      0.00      0.00      3.79      0.00      0.00      0.00      0.00      0.00
04:15:55 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:16:00 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:16:05 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:16:10 AM      0.00      0.00      0.00      0.00      4.60      0.00      0.00      0.00      0.00      0.00
04:16:15 AM      0.00     32.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:16:20 AM      0.00    124.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:16:25 AM      0.00      5.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:16:30 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:16:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:16:40 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:16:45 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:16:50 AM      0.00     38.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:16:55 AM      0.00    130.40      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:17:00 AM      0.00      5.60      0.00      0.00      4.60      0.00      0.00      0.00      0.00      0.00
04:17:05 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:17:10 AM      0.00      0.00      5.20      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:17:15 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:17:20 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:17:25 AM      0.00     64.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:17:30 AM      0.00    204.80      0.20      0.00      5.20      0.00      0.00      0.00      0.00      0.00
04:17:35 AM      0.00      4.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:17:40 AM      0.00      0.00      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:17:45 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:17:50 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:17:55 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:18:00 AM      0.00    194.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:18:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:18:10 AM      0.00      4.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:18:15 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:18:20 AM      0.00      0.00      0.00      0.00      4.80      0.00      0.00      0.00      0.00      0.00
04:18:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:18:30 AM      0.00     32.00      0.00      0.00     11.00      0.00      0.00      0.00      0.00      0.00
04:18:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:18:40 AM      0.00    117.60      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:18:45 AM      0.00      4.80      0.00      0.00      0.80      0.00      0.00      0.00      0.00      0.00
04:18:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:18:55 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:19:00 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:19:05 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:19:10 AM      0.00     38.40    283.60      0.00    216.00      0.00      0.00      0.00      0.00      0.00
04:19:15 AM      0.00    130.14      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:19:20 AM      0.00      4.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:19:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:19:30 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:19:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:19:40 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:19:45 AM      0.00     32.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:19:50 AM      0.00    130.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:19:55 AM      0.00    895.20      0.00      0.00    227.20      0.00      0.00      0.00      0.00      0.00
04:20:00 AM      0.00    827.20      0.00      0.00    211.40      0.00      0.00      0.00      0.00      0.00
04:20:05 AM    897.60      0.00    224.60    224.40      3.80      0.00      0.00      0.00      0.00      0.00
04:20:10 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:20:15 AM      0.00      0.00      1.20      1.20      1.00      0.00      0.00      0.00      0.00      0.00
04:20:20 AM      0.00     38.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:20:25 AM      6.40    168.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:20:30 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:20:35 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:20:40 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:20:45 AM      0.00      0.00      0.00      0.00      0.80      0.00      0.00      0.00      0.00      0.00
04:20:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:20:55 AM      0.00     32.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:21:00 AM      0.00    117.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:21:05 AM      0.00      5.60      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:21:10 AM    819.20      0.00    205.00    204.80      6.20      0.00      0.00      0.00      0.00      0.00
04:21:15 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:21:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:21:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:21:30 AM      0.00     38.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:21:35 AM      0.00    130.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:21:40 AM      0.00      4.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:21:45 AM      0.00      0.00      0.00      0.00      0.80      0.00      0.00      0.00      0.00      0.00
04:21:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:21:55 AM      0.00      0.00      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:22:00 AM      0.00      0.00      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:22:05 AM      0.00     32.00      0.40      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:22:10 AM      0.00    132.00      5.40      0.00      4.80      0.00      0.00      0.00      0.00      0.00
04:22:15 AM      0.00      4.00      0.00      0.00      0.80      0.00      0.00      0.00      0.00      0.00
04:22:20 AM      0.00      0.00      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:22:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:22:30 AM      0.00      0.00      0.00      0.00      4.60      0.00      0.00      0.00      0.00      0.00
04:22:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:22:40 AM      0.00    253.60      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:22:45 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:22:50 AM      0.00      4.80      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:22:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:23:00 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:23:05 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:23:10 AM      0.00     32.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:23:15 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:23:20 AM      0.00    117.60      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:23:25 AM      0.00      4.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:23:30 AM      0.00      0.00      0.00      0.00     10.60      0.00      0.00      0.00      0.00      0.00
04:23:35 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:23:40 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:23:45 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:23:50 AM      0.00     38.40      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:23:55 AM      3.20    143.20      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:24:00 AM      0.00      4.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:24:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:24:10 AM      2.40      0.00    282.00      0.60    211.00      0.00      0.00      0.00      0.00      0.00
04:24:15 AM      0.00      0.00      0.20      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:24:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:24:25 AM      0.00     32.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:24:30 AM      0.00    130.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:24:35 AM      0.00      5.60      0.20      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:24:40 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:24:45 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:24:50 AM      0.00    767.20      0.00      0.00    298.20      0.00      0.00      0.00      0.00      0.00
04:24:55 AM      0.00    341.60      0.00      0.00    105.20      0.00      0.00      0.00      0.00      0.00
04:25:00 AM      0.00     38.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:25:05 AM      0.00   3770.40      0.00      0.00    999.40      0.00      0.00      0.00      0.00      0.00
04:25:10 AM   2867.20      4.00    716.80    716.80    102.60      0.00      0.00      0.00      0.00      0.00
04:25:15 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:25:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:25:25 AM      0.00      0.00      0.00      0.00      4.60      0.00      0.00      0.00      0.00      0.00
04:25:30 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:25:35 AM      0.00     32.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:25:40 AM      3.20    136.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:25:45 AM      0.00      5.60      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:25:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:25:55 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:26:00 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:26:05 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:26:10 AM      0.00     58.28      0.00      0.00     42.12      0.00      0.00      0.00      0.00      0.00
04:26:15 AM     12.80    136.80      0.00      0.00      2.80      0.00      0.00      0.00      0.00      0.00
04:26:20 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:26:25 AM      0.00    580.80      0.00      0.00    212.00      0.00      0.00      0.00      0.00      0.00
